Geschwindigkeit_SG_Filter,Beschleunigung,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,ManuelleLabels
-4.4304579072609,0.0591785007355301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-4.21741530461299,0.0591785007355301,-0.033272212189574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229678708742316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-3.98773659587067,0.0637996413173103,-0.033272212188993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246314814836879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-3.74142178103379,0.0684207818991331,-0.033272212188887,-0.0665444243783641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26295092093189,0.27958702702615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-3.4784708601019,0.0730419224810809,-0.0332722121895362,-0.0665444243784367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279587027025872,0.296223133120696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-3.19888383307603,0.0776630630627424,-0.0332722121889683,-0.0665444243782866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296223133120777,0.312859239215321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-2.90266069995525,0.0822842036446607,-0.0332722121892081,-0.0665444243782633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312859239215409,0.329495345309907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-2.58980146073984,0.0869053442265025,-0.0332722121893974,-0.066544424378239,-0.133088848756617,0.0,0.0,0.0,0.0,0.0,0.0,0.329495345309745,0.346131451404514,0.379403663593632,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-2.26030611543009,0.0915264848082625,-0.0332722121890139,-0.0665444243782445,-0.133088848756626,0.0,0.0,0.0,0.0,0.0,0.0,0.346131451404617,0.362767557499132,0.396039769688212,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-1.91417466402548,0.0961476253901717,-0.0332722121888943,-0.0665444243783225,-0.133088848756645,0.0,0.0,0.0,0.0,0.0,0.0,0.362767557499143,0.379403663593607,0.412675875782773,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-1.55140710652633,0.100768765971984,-0.0332722121892519,-0.0665444243783789,-0.133088848756663,0.0,0.0,0.0,0.0,0.0,0.0,0.379403663593631,0.39603976968817,0.429311981877355,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-1.1720034429327,0.105389906553787,-0.0332722121892548,-0.0665444243783069,-0.13308884875666,0.0,0.0,0.0,0.0,0.0,0.0,0.396039769688037,0.412675875782753,0.445948087971927,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-0.775963673244663,0.110011047135566,-0.0332722121890989,-0.066544424378307,-0.133088848756649,0.0,0.0,0.0,0.0,0.0,0.0,0.412675875782882,0.429311981877377,0.462584194066524,0.0,0.0,0.0,0.0,0.0,0.0,4.0
-0.36328779746178,0.114632187717467,-0.0332722121892042,-0.0665444243783084,-0.133088848756652,0.0,0.0,0.0,0.0,0.0,0.0,0.429311981877292,0.44594808797193,0.479220300161092,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0660241844155142,0.119253328299248,-0.0332722121892042,-0.0665444243782624,-0.13308884875663,0.0,0.0,0.0,0.0,0.0,0.0,0.445948087971981,0.462584194066549,0.495856406255661,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.511972272387496,0.123874468881106,-0.0332722121889586,-0.0665444243783409,-0.133088848756628,-0.51895379847784,0.0,0.0,0.0,0.0,0.0,0.462584194066496,0.47922030016106,0.51249251235025,0.579036936728574,0.0,0.0,0.0,0.0,0.0,4.0
0.974556466453993,0.128495609462916,-0.0332722121893004,-0.0665444243783705,-0.133088848756624,-0.533401043331539,0.0,0.0,0.0,0.0,0.0,0.479220300161186,0.495856406255684,0.529128618444838,0.595673042823155,0.0,0.0,0.0,0.0,0.0,4.0
1.45377676661518,0.133116750044774,-0.0332722121892338,-0.0665444243783815,-0.133088848756621,-0.5401553808093,0.0,0.0,0.0,0.0,0.0,0.495856406255455,0.512492512350238,0.545764724539417,0.612309148917734,0.0,0.0,0.0,0.0,0.0,4.0
1.94963317287063,0.137737890626515,-0.0332722121888104,-0.0665444243783497,-0.133088848756603,-0.538339376770255,0.0,0.0,0.0,0.0,0.0,0.512492512350486,0.529128618444811,0.562400830634018,0.628945255012314,0.0,0.0,0.0,0.0,0.0,4.0
2.46212568522112,0.142359031208469,-0.0332722121895637,-0.06654442437834,-0.133088848756614,-0.526946063293067,0.0,0.0,0.0,0.0,0.0,0.529128618444688,0.545764724539401,0.579036936728586,0.645581361106888,0.0,0.0,0.0,0.0,0.0,4.0
2.99125430366581,0.146980171790192,-0.0332722121892509,-0.0665444243782618,-0.13308884875661,-0.504718317539913,0.0,0.0,0.0,0.0,0.0,0.545764724539296,0.562400830634054,0.595673042823173,0.662217467201469,0.0,0.0,0.0,0.0,0.0,4.0
